country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","25-06-2025 22:00:00",12.938539,77.590100,SO2,8,18,11
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","25-06-2025 22:00:00",10.073232,76.302765,PM2.5,43,95,55
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","25-06-2025 22:00:00",11.875000,75.373200,PM2.5,45,51,47
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","25-06-2025 22:00:00",11.875000,75.373200,SO2,4,5,4
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","25-06-2025 22:00:00",11.875000,75.373200,CO,17,20,18
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","25-06-2025 22:00:00",8.8787,76.6073,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","25-06-2025 22:00:00",13.0246342,77.5080115,PM2.5,43,63,52
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","25-06-2025 22:00:00",13.0246342,77.5080115,PM10,55,76,65
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","25-06-2025 22:00:00",12.917348,77.622813,SO2,10,14,12
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","25-06-2025 22:00:00",12.917348,77.622813,CO,4,80,43
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","25-06-2025 22:00:00",11.55358,76.55521,NO2,14,36,24
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","25-06-2025 22:00:00",12.733409,77.298051,NO2,NA,NA,NA
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","25-06-2025 22:00:00",12.733409,77.298051,SO2,NA,NA,NA
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","25-06-2025 22:00:00",13.940000,75.555917,PM10,39,51,43
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","25-06-2025 22:00:00",13.377516,77.099072,NO2,23,24,23
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","25-06-2025 22:00:00",13.377516,77.099072,CO,19,31,24
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","25-06-2025 22:00:00",12.920984,77.584908,OZONE,3,28,15
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","25-06-2025 22:00:00",13.0270199,77.494094,PM2.5,14,57,28
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","25-06-2025 22:00:00",13.0270199,77.494094,SO2,1,13,5
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","25-06-2025 22:00:00",13.0270199,77.494094,CO,4,110,30
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","25-06-2025 22:00:00",12.415911,75.735050,PM2.5,5,25,16
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","25-06-2025 22:00:00",12.415911,75.735050,SO2,6,8,7
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","25-06-2025 22:00:00",12.889250,74.853000,NH3,1,3,2
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","25-06-2025 22:00:00",22.9682591,76.064118,OZONE,4,65,35
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","25-06-2025 22:00:00",26.259242,78.216432,PM10,22,185,92
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","25-06-2025 22:00:00",26.200388,78.147714,PM2.5,19,147,65
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","25-06-2025 22:00:00",26.200388,78.147714,NO2,18,41,25
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","25-06-2025 22:00:00",26.200388,78.147714,SO2,4,10,7
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","25-06-2025 22:00:00",26.200388,78.147714,CO,12,16,14
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","25-06-2025 22:00:00",22.7289,75.8076,PM10,5,59,21
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","25-06-2025 22:00:00",23.218135,79.957770,CO,8,28,28
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","25-06-2025 22:00:00",23.50016,80.23284,PM2.5,9,48,22
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","25-06-2025 22:00:00",23.50016,80.23284,CO,10,54,34
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","25-06-2025 22:00:00",23.50016,80.23284,OZONE,12,34,27
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","25-06-2025 22:00:00",23.108440,77.511428,PM10,21,90,48
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","25-06-2025 22:00:00",23.108440,77.511428,SO2,10,103,23
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","25-06-2025 22:00:00",23.108440,77.511428,CO,28,64,44
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","25-06-2025 22:00:00",23.264759,77.381568,SO2,5,10,7
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","25-06-2025 22:00:00",23.264759,77.381568,CO,14,47,37
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","25-06-2025 22:00:00",23.210494,77.425409,PM10,NA,NA,NA
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","25-06-2025 22:00:00",23.233584,77.400574,PM2.5,9,41,19
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","25-06-2025 22:00:00",23.233584,77.400574,SO2,6,25,17
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","25-06-2025 22:00:00",23.81748678,79.446246,PM10,7,103,29
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","25-06-2025 22:00:00",20.719516,77.000253,NH3,4,7,6
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","25-06-2025 22:00:00",20.719516,77.000253,OZONE,4,33,22
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","25-06-2025 22:00:00",20.9402359,77.7895248,OZONE,11,53,27
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","25-06-2025 22:00:00",20.939198,77.765701,PM2.5,16,46,29
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","25-06-2025 22:00:00",19.875620,75.387310,PM2.5,36,60,50
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","25-06-2025 22:00:00",23.838586,78.759431,NH3,3,5,4
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","25-06-2025 22:00:00",23.8640158,78.80289321,SO2,NA,NA,NA
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","25-06-2025 22:00:00",24.108970,82.645580,PM2.5,28,98,58
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","25-06-2025 22:00:00",19.10122,74.73339,SO2,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","25-06-2025 22:00:00",8.563700,76.886500,PM10,50,62,55
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","25-06-2025 22:00:00",8.563700,76.886500,CO,33,101,60
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","25-06-2025 22:00:00",8.5149093,76.9435879,PM2.5,10,426,79
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","25-06-2025 22:00:00",10.532400,76.215900,PM2.5,NA,NA,NA
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","25-06-2025 22:00:00",10.532400,76.215900,OZONE,NA,NA,NA
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","25-06-2025 22:00:00",19.875620,75.387310,OZONE,10,19,15
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","25-06-2025 22:00:00",19.8389439,75.244448,SO2,18,21,19
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","25-06-2025 22:00:00",19.863756,75.321188,NO2,20,51,29
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","25-06-2025 22:00:00",19.863756,75.321188,SO2,8,25,18
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","25-06-2025 22:00:00",22.4310,75.5213,CO,16,68,58
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","25-06-2025 22:00:00",22.7524,75.8872,CO,27,28,28
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","25-06-2025 22:00:00",22.6780,75.8559,PM2.5,7,30,18
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","25-06-2025 22:00:00",22.6780,75.8559,NO2,72,99,89
India,"Madhya Pradesh",Indore,"Vijay Nagar Scheme-78, Indore - Glenmark","25-06-2025 22:00:00",22.76726,75.88710,PM10,37,41,39
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","25-06-2025 22:00:00",23.218135,79.957770,SO2,6,11,9
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","25-06-2025 22:00:00",19.9775302,79.2337086,PM10,19,56,36
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","25-06-2025 22:00:00",19.9775302,79.2337086,OZONE,14,42,32
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","25-06-2025 22:00:00",20.918946,74.776388,PM10,37,100,57
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","25-06-2025 22:00:00",20.918946,74.776388,NO2,8,16,11
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","25-06-2025 22:00:00",20.918946,74.776388,SO2,2,6,5
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","25-06-2025 22:00:00",20.918946,74.776388,CO,2,38,10
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","25-06-2025 22:00:00",20.918946,74.776388,OZONE,27,45,36
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","25-06-2025 22:00:00",21.001264,75.565602,PM2.5,22,44,32
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","25-06-2025 22:00:00",21.001264,75.565602,PM10,31,90,62
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","25-06-2025 22:00:00",21.001264,75.565602,SO2,13,20,16
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","25-06-2025 22:00:00",21.001264,75.565602,OZONE,19,50,45
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","25-06-2025 22:00:00",19.0243902,73.0406721,CO,16,32,24
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","25-06-2025 22:00:00",19.309073,73.057223,OZONE,1,58,37
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","25-06-2025 22:00:00",19.786089,72.757971,SO2,9,17,14
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","25-06-2025 22:00:00",19.786089,72.757971,CO,2,10,6
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","25-06-2025 22:00:00",19.786089,72.757971,OZONE,36,43,41
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","25-06-2025 22:00:00",19.962900,79.298714,PM2.5,21,92,49
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM","25-06-2025 22:00:00",19.053536,72.84643,OZONE,4,11,7
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","25-06-2025 22:00:00",19.065931,72.862131,NH3,8,69,27
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","25-06-2025 22:00:00",19.23241,72.86895,PM2.5,25,62,43
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","25-06-2025 22:00:00",19.23241,72.86895,NO2,11,59,28
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","25-06-2025 22:00:00",19.11074,72.86084,PM2.5,13,52,35
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","25-06-2025 22:00:00",19.11074,72.86084,NO2,9,32,18
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","25-06-2025 22:00:00",19.854616,75.905894,NH3,2,5,4
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","25-06-2025 22:00:00",19.854616,75.905894,OZONE,1,10,4
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","25-06-2025 22:00:00",19.25292,73.142019,PM10,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","25-06-2025 22:00:00",19.25292,73.142019,NO2,NA,NA,NA
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","25-06-2025 22:00:00",19.25292,73.142019,CO,NA,NA,NA
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","25-06-2025 22:00:00",19.192056,72.9585188,NH3,1,1,1
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","25-06-2025 22:00:00",19.192056,72.9585188,CO,10,29,22
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","25-06-2025 22:00:00",18.39963,76.57452,SO2,1,4,3
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","25-06-2025 22:00:00",18.39963,76.57452,CO,6,17,14
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","25-06-2025 22:00:00",18.39963,76.57452,OZONE,21,42,35
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","25-06-2025 22:00:00",18.1023399,73.4783687,PM2.5,14,247,63
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","25-06-2025 22:00:00",18.1023399,73.4783687,SO2,2,45,19
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","25-06-2025 22:00:00",20.555712,74.529236,PM2.5,37,67,53
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","25-06-2025 22:00:00",20.555712,74.529236,PM10,40,73,56
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","25-06-2025 22:00:00",20.555712,74.529236,NH3,4,5,4
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","25-06-2025 22:00:00",20.555712,74.529236,SO2,4,8,6
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","25-06-2025 22:00:00",19.296481,72.840923,PM2.5,12,39,27
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","25-06-2025 22:00:00",16.6870449,74.2505872,NH3,7,8,8
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","25-06-2025 22:00:00",16.6870449,74.2505872,CO,2,24,17
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","25-06-2025 22:00:00",16.6870449,74.2505872,OZONE,15,24,19
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","25-06-2025 22:00:00",19.0364585,72.8954371,CO,24,32,29
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","25-06-2025 22:00:00",19.04946,72.9230,OZONE,2,11,6
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","25-06-2025 22:00:00",18.39963,76.57452,NO2,5,20,12
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","25-06-2025 22:00:00",19.173852,77.296291,NH3,4,4,4
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","25-06-2025 22:00:00",19.173852,77.296291,OZONE,39,39,39
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","25-06-2025 22:00:00",20.0073285,73.7762427,NO2,6,54,22
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","25-06-2025 22:00:00",20.0073285,73.7762427,NH3,3,5,4
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","25-06-2025 22:00:00",20.021503,73.813844,NO2,1,10,4
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","25-06-2025 22:00:00",19.950220,73.731480,NO2,1,3,2
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","25-06-2025 22:00:00",19.950220,73.731480,SO2,1,5,3
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","25-06-2025 22:00:00",19.9591346,73.7788008,PM2.5,17,45,28
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","25-06-2025 22:00:00",19.9591346,73.7788008,PM10,35,57,44
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","25-06-2025 22:00:00",19.083694,72.920967,OZONE,2,15,9
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","25-06-2025 22:00:00",19.205800,72.868200,PM2.5,14,42,28
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","25-06-2025 22:00:00",19.215859,72.831718,NO2,13,14,13
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","25-06-2025 22:00:00",19.215859,72.831718,NH3,3,3,3
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","25-06-2025 22:00:00",19.0632143,72.8456324,SO2,1,2,1
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","25-06-2025 22:00:00",19.1653323,72.922099,NH3,NA,NA,NA
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","25-06-2025 22:00:00",19.0863,72.8888,PM2.5,62,123,80
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","25-06-2025 22:00:00",21.121801,79.04952,PM2.5,22,66,36
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","25-06-2025 22:00:00",21.121801,79.04952,NO2,9,31,15
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","25-06-2025 22:00:00",21.121801,79.04952,SO2,7,16,12
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","25-06-2025 22:00:00",21.14472,79.107595,PM2.5,18,69,42
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","25-06-2025 22:00:00",21.14472,79.107595,SO2,2,55,24
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","25-06-2025 22:00:00",21.152875,79.0517531,CO,12,82,47
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","25-06-2025 22:00:00",21.143383,79.048912,PM10,15,76,37
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","25-06-2025 22:00:00",21.143383,79.048912,CO,12,25,17
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","25-06-2025 22:00:00",21.143383,79.048912,OZONE,3,20,12
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","25-06-2025 22:00:00",19.047000,72.874600,PM10,21,77,37
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","25-06-2025 22:00:00",19.047000,72.874600,NO2,19,24,20
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","25-06-2025 22:00:00",19.383200,72.820400,NO2,16,17,17
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","25-06-2025 22:00:00",19.10861,72.83622,NH3,2,3,2
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","25-06-2025 22:00:00",19.10861,72.83622,SO2,38,39,38
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","25-06-2025 22:00:00",19.10861,72.83622,CO,NA,NA,NA
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","25-06-2025 22:00:00",18.9936162,72.8128113,PM2.5,61,68,65
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","25-06-2025 22:00:00",18.9936162,72.8128113,CO,15,24,21
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","25-06-2025 22:00:00",19.0863,72.8888,SO2,36,37,37
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","25-06-2025 22:00:00",19.19709,72.82204,PM2.5,3,54,18
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","25-06-2025 22:00:00",19.19709,72.82204,NO2,16,48,32
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","25-06-2025 22:00:00",18.96702,72.84214,NH3,3,3,3
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","25-06-2025 22:00:00",19.1878657,72.8304069,NH3,2,3,2
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","25-06-2025 22:00:00",19.1878657,72.8304069,SO2,2,5,3
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","25-06-2025 22:00:00",19.1878657,72.8304069,OZONE,1,23,18
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","25-06-2025 22:00:00",19.090337,73.014232,PM10,17,50,29
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","25-06-2025 22:00:00",19.090337,73.014232,SO2,4,10,6
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","25-06-2025 22:00:00",19.1135051,73.008978,PM2.5,20,34,27
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","25-06-2025 22:00:00",19.1135051,73.008978,PM10,44,65,54
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","25-06-2025 22:00:00",19.0575752,73.0151367,PM10,36,66,53
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","25-06-2025 22:00:00",19.0575752,73.0151367,NH3,7,10,8
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","25-06-2025 22:00:00",18.614767,73.799516,CO,12,140,31
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","25-06-2025 22:00:00",18.614767,73.799516,OZONE,11,19,17
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","25-06-2025 22:00:00",18.616318,73.765797,PM2.5,29,66,44
India,Maharashtra,Pune,"Bhosari, Pune - IITM","25-06-2025 22:00:00",18.640051,73.848956,CO,52,67,63
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","25-06-2025 22:00:00",19.02579,73.10297,NO2,18,44,27
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","25-06-2025 22:00:00",19.0630,73.1209,PM10,46,80,67
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","25-06-2025 22:00:00",18.63673,73.82487,CO,6,20,14
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","25-06-2025 22:00:00",18.897756,72.813320,NO2,6,17,8
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","25-06-2025 22:00:00",19.137500,72.915056,PM2.5,9,38,26
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","25-06-2025 22:00:00",19.137500,72.915056,NH3,2,18,4
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","25-06-2025 22:00:00",19.000084,72.856730,SO2,NA,NA,NA
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","25-06-2025 22:00:00"," 16.5038",74.3623,PM10,15,15,15
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","25-06-2025 22:00:00"," 16.5038",74.3623,NO2,5,8,6
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","25-06-2025 22:00:00",17.6336264,75.9132495,SO2,3,4,3
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","25-06-2025 22:00:00",17.65439,75.90649,PM2.5,17,40,28
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","25-06-2025 22:00:00",17.65439,75.90649,SO2,1,3,2
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","25-06-2025 22:00:00",19.26777,72.97182,PM2.5,35,76,50
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","25-06-2025 22:00:00",19.222279,72.957979,PM10,24,45,36
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","25-06-2025 22:00:00",22.265816,86.174829,PM2.5,26,61,39
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","25-06-2025 22:00:00",22.18972222,84.86277778,CO,20,27,26
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","25-06-2025 22:00:00",22.220833,84.809444,NO2,21,35,25
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","25-06-2025 22:00:00",21.606865,85.510538,PM10,NA,NA,NA
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","25-06-2025 22:00:00",20.34652,85.81630,OZONE,3,52,33
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","25-06-2025 22:00:00",22.06156703,85.47409613,PM10,18,104,51
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","25-06-2025 22:00:00",22.06156703,85.47409613,NO2,6,7,7
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","25-06-2025 22:00:00",22.06156703,85.47409613,CO,13,24,16
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","25-06-2025 22:00:00",22.06156703,85.47409613,OZONE,4,13,9
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","25-06-2025 22:00:00",19.222279,72.957979,CO,24,41,33
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","25-06-2025 22:00:00",19.235581,73.159121,NH3,1,4,3
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","25-06-2025 22:00:00",19.235581,73.159121,SO2,8,18,15
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","25-06-2025 22:00:00",19.4458210,72.7988231,CO,9,67,43
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","25-06-2025 22:00:00",20.94185,86.11510,NO2,16,62,23
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","25-06-2025 22:00:00","20.48891     ","85.84768     ",SO2,5,59,13
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","25-06-2025 22:00:00","20.48891     ","85.84768     ",OZONE,3,46,33
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","25-06-2025 22:00:00",21.643900,85.599355,OZONE,16,23,17
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","25-06-2025 22:00:00",18.536457,73.805454,CO,5,32,22
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","25-06-2025 22:00:00",18.530085,73.849598,SO2,5,18,11
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","25-06-2025 22:00:00",18.547056,73.826908,PM10,46,70,60
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","25-06-2025 22:00:00",21.606865,85.510538,SO2,NA,NA,NA
